path,title,modified,purpose,version_or_milestone,currentness,duplicate_or_superseded,audience,value,recommended_action,explanation
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/ui-impl-specs/V5_UI_IMPL_STAGE1_CODEX.md,V5 UI Implementation — Stage 1 (Codex),2026-05-20 12:16,archived historical/quarantine documentation,V5,Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/ui-impl-specs/V5_UI_IMPL_STAGE2_CLAUDE.md,V5 UI Implementation — Stage 2 (Claude),2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-15",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/ui-impl-specs/V5_UI_IMPL_STAGE3_CODEX.md,V5 UI Implementation — Stage 3 (Codex),2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-16",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/ui-impl-specs/V5_UI_IMPL_STAGE5_CODEX.md,V5 UI Implementation — Stage 5 (Codex),2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-16",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/ui-impl-specs/V5_UI_IMPL_STAGE7_CODEX.md,V5 UI Implementation — Stage 7 (Codex),2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-16",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/ui-impl-specs/V5_UI_IMPL_STAGE9_CODEX.md,V5 UI Implementation — Stage 9 (Codex),2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-16",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/ui-impl-specs/V5_UI_PANEL_ORDER_PASS.md,V5 UI Panel Order Pass - Implementation Plan,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-16",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/proposals/GOD_FILE_SPLIT_PLAN.md,God File Split Plan Status,2026-05-20 12:16,archived historical/quarantine documentation,2026-05-19,Historical/archive-only,same filename as Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/GOD_FILE_SPLIT_PLAN.md,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail. Duplicate/supersession signal: same filename as Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/Docs/archive/completed-checklists/GOD_FILE_SPLIT_PLAN.md"
Docs/archive/docs-housekeeping/2026-05-20-review/archive-historical/V5_TRANSITION_CODE_REVIEW.md,V5 Transition Code Review,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, 2026-05-18, 2026-05-17",Historical/archive-only,no obvious duplicate,historical/archive-only,25,MOVE_TO_ARCHIVE,"Already archived; useful only as historical evidence, rollback context, or prior audit trail."
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/admin-audits/DOCS_DEAD_MARKDOWN_AUDIT.md,Docs Folder Dead Markdown Audit,2026-05-20 12:16,archived historical/quarantine documentation,"V3, V4, V5, 2026-05-14, 2026-05-15",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/admin-audits/DOCS_FOLDER_SORTING_PROPOSAL.md,Docs Folder Sorting Proposal,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-14, 2026-05-06",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/admin-audits/HOUSEKEEPING_AUDIT_REPORT.md,Housekeeping Audit Report,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V3, V4, 2026-05-15",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/admin-audits/HOUSEKEEPING_EXECUTION_CHECKLIST.md,Housekeeping Execution Checklist,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, 2026-05-15",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/admin-audits/LOCAL_API_ROUTE_COUNT_SYNC_AUDIT.md,Local API Route Count Sync Audit,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-14, 2026-05-15",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/admin-audits/MD_CLEANUP_AUDIT_REPORT.md,Markdown Cleanup Audit Report,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, V3, 2026-05-15, 2026-05-14",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/admin-audits/STALE_VERSION_LABEL_AUDIT.md,Stale Version Label Audit,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V3, V4, 2026-05-18",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/admin-audits/STALE_VERSION_LABEL_AUDIT_2026_05_14_ADDENDUM.md,Stale Version Label Audit — 2026-05-14 Addendum,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, 2026-05-14, 2026-05-18",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/admin-audits/TAURI_DAILY_DRIVER_WORDING_AUDIT.md,Tauri Preview Vs Daily Driver Wording Audit,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, 2026-05-14, 2026-05-15",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_20_TASK_BACKLOG.md,Claude Handoff: 20 Bounded V5 Transition Tasks,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, V3",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_ADMIN_20_TASK_BACKLOG.md,Claude Handoff: 20 Administrative V5 Transition Tasks,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, V3",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_CLEANUP_REVIEW_SORTING_BACKLOG.md,"Claude Handoff: Cleanup, Review, And Sorting Backlog",2026-05-20 12:16,archived historical/quarantine documentation,"V4, V3, V5",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_RENAME_READINESS_WRAPPER.md,Claude Handoff: Root Rename Readiness Smoke Wrapper,2026-05-20 12:16,archived historical/quarantine documentation,V4,Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_ROUND3_COMPLETION_SUMMARY.md,Claude Handoff Round 3 — Completion Summary,2026-05-20 12:16,archived historical/quarantine documentation,"V4, V5, 2026-05-15, 2026-05-07",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_ROUND4_COMPLETION_SUMMARY.md,CLN4 Round 4 Completion Summary,2026-05-20 12:16,archived historical/quarantine documentation,"V4, V5, 2026-05-15, 2026-05-14",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_STATUS_RECONCILIATION.md,Claude Handoff Status Reconciliation,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V3, V4, 2026-05-14",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_TRANSITION_SUPPORT_20_TASKS.md,Claude Handoff: V5 Transition Support Tasks,2026-05-20 12:16,archived historical/quarantine documentation,"V5, 2026-05-14",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_TRANSITION_SUPPORT_30_TASKS_ROUND3.md,Claude Handoff: V5 Transition Support Tasks Round 3,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, 2026-05-15",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
Docs/archive/docs-housekeeping/2026-05-20-review/delete-candidates/Docs/archive/old-ai-directives/CLAUDE_HANDOFF_TRANSITION_SUPPORT_30_TASKS_ROUND4.md,Claude Handoff: V5 Transition Support Tasks Round 4,2026-05-20 12:16,archived historical/quarantine documentation,"V5, V4, 2026-05-15",Delete candidate after confirmation,no obvious duplicate,safe-to-delete candidate,8,DELETE_AFTER_CONFIRMATION,Already quarantined as delete-candidate material; keep until operator confirms deletion.
